ID,PROMO_ID,MCC_GROUP,MERCHANT_CATEGORY,RELIGION,GENDER,SEGMENTATION,TOTAL_ASSETS,ACCOUNT_AGE,TRANSACTION_TIME,START_DATE,END_DATE,UPDATE_BY,UPDATED_TIME,CREATED_BY,CREATED_TIME
rtr9WxP3xzlAdU4R8SNa9,PROMO_02596,ALFAMART,Food & Beverage,Hindu,M,Wealthy Achievers,3,3,WEEKDAY - WORKING TIME,14/02/25,19/10/25,Camdun,2024-10-25 21:41:06 ,Camdun,2024-10-25 21:41:06 
3G-NRGZLTPgPEjM6l-nZO,PROMO_02597,IBOX,Others/Miscellaneous,Catholic,M,Young Gen & Early Jobber,3,1,WEEKDAY - RESTING TIME,26/11/24,18/11/25,Camdun,2024-10-25 21:41:06 ,Camdun,2024-10-25 21:41:06 
K9dr4BWLE5YviUcSWDs6T,PROMO_02598,DECATHLON,Travel & Transportation,Christian,F,Wealthy Achievers,5,5,WEEKDAY - WORKING TIME,12/01/25,12/12/25,Camdun,2024-10-25 21:41:06 ,Camdun,2024-10-25 21:41:06 
beIFsTeh79NM_i4T1qVTW,PROMO_02599,BARAYA,Others/Miscellaneous,Christian,F,All Segment,5,3,WEEKEND - WEEKEND,06/03/25,20/09/25,Camdun,2024-10-25 21:41:06 ,Camdun,2024-10-25 21:41:06 
Ebd5TC3FHlGGr6t35S2cC,PROMO_02600,ERAFONE,Food & Beverage,Hindu,F,Wealthy Achievers,4,1,WEEKDAY - RESTING TIME,28/05/25,23/11/25,Camdun,2024-10-25 21:41:06 ,Camdun,2024-10-25 21:41:06 
Famj0hrb8sJliDvX7HlIK,PROMO_02601,ALFAMART,Telco,Konghucu,F,Emerging Wealth,5,3,WEEKDAY - RESTING TIME,23/01/25,12/09/25,Camdun,2024-10-25 21:41:06 ,Camdun,2024-10-25 21:41:06 
Zu2nRvMFTtvh3Nq_8LZut,PROMO_02602,DECATHLON,Telco,Catholic,M,Mature High Networth,3,4,WEEKDAY - WORKING TIME,08/02/25,13/08/25,Camdun,2024-10-25 21:41:06 ,Camdun,2024-10-25 21:41:06 
rLJ2F6zzLqgi4Ar8xAuy5,PROMO_02603,INDOMARET,Food & Beverage,Christian,F,All Segment,4,5,WEEKDAY - WORKING TIME,06/12/24,15/08/25,Camdun,2024-10-25 21:41:06 ,Camdun,2024-10-25 21:41:06 
vbEIXn1OkqILNNthxML7u,PROMO_02604,GRAPARI,Lifestyle,Konghucu,F,Emerging Wealth,1,3,WEEKEND - WEEKEND,31/03/25,12/10/25,Camdun,2024-10-25 21:41:06 ,Camdun,2024-10-25 21:41:06 
ygLGeY__50EmYvCTLaG6R,PROMO_02605,IBOX,Food & Beverage,Others,F,Minimal,3,3,WEEKDAY - RESTING TIME,23/02/25,19/10/25,Camdun,2024-10-25 21:41:06 ,Camdun,2024-10-25 21:41:06 
_tCelTWS_iOSHTAYFUKTJ,PROMO_02606,SUPERINDO,E-Commerce,Catholic,F,Young Gen & Early Jobber,1,5,WEEKEND - WEEKEND,23/03/25,16/08/25,Camdun,2024-10-25 21:41:06 ,Camdun,2024-10-25 21:41:06 
jUrgG-0SJ0t4E2VMtzvyg,PROMO_02607,DAYTRANS,Lifestyle,Christian,M,Silver Ager,2,2,WEEKDAY - TRAVELING TIME,20/03/25,08/11/25,Camdun,2024-10-25 21:41:06 ,Camdun,2024-10-25 21:41:06 
G5AeeDSiRHZkH_l1cnJ6Q,PROMO_02608,DECATHLON,Health & Beauty,Konghucu,F,Emerging Wealth,4,3,WEEKDAY - TRAVELING TIME,09/12/24,02/11/25,Camdun,2024-10-25 21:41:06 ,Camdun,2024-10-25 21:41:06 
LM8oSlsmjE408TyYrt8V2,PROMO_02609,GERAI IM3,Lifestyle,Others,F,Wealthy Achievers,1,1,WEEKDAY - RESTING TIME,03/01/25,30/10/25,Camdun,2024-10-25 21:41:06 ,Camdun,2024-10-25 21:41:06 
yolg6ytgHQJhZ5dUJNCP8,PROMO_02610,IBOX,E-Commerce,Catholic,F,Wealthy Achievers,4,1,WEEKEND - WEEKEND,31/01/25,16/08/25,Camdun,2024-10-25 21:41:06 ,Camdun,2024-10-25 21:41:06 
jX0z_DTsa_tC5_RhWLQok,PROMO_02611,INDOMARET,Telco,Islam,M,Young Gen & Early Jobber,3,1,WEEKDAY - WORKING TIME,26/01/25,22/10/25,Camdun,2024-10-25 21:41:06 ,Camdun,2024-10-25 21:41:06 
E0HVnLcEaFxQkT6qtxHKi,PROMO_02612,DECATHLON,Health & Beauty,Buddha,F,Young Gen & Early Jobber,3,4,WEEKDAY - WORKING TIME,30/06/25,17/08/25,Camdun,2024-10-25 21:41:06 ,Camdun,2024-10-25 21:41:06 
G5xBqvVA_gPQ7eGHS984p,PROMO_02613,IBOX,Food & Beverage,Islam,F,All Segment,3,3,WEEKDAY - WORKING TIME,24/12/24,28/11/25,Camdun,2024-10-25 21:41:06 ,Camdun,2024-10-25 21:41:06 
Eu4uZFAA4I0lVA8WEA3k2,PROMO_02614,BARAYA,Lifestyle,Hindu,F,Wealthy Achievers,2,2,WEEKDAY - RESTING TIME,19/11/24,16/12/25,Camdun,2024-10-25 21:41:06 ,Camdun,2024-10-25 21:41:06 
7cOsTJZjMOcW7IJDKF_V5,PROMO_02615,IKEA,Food & Beverage,Catholic,M,Minimal,4,5,WEEKEND - WEEKEND,25/06/25,06/09/25,Camdun,2024-10-25 21:41:06 ,Camdun,2024-10-25 21:41:06 
s58NeJdo1AI10xRITGeXR,PROMO_02616,ERAFONE,Gadget & Electronics,Buddha,M,Silver Ager,5,4,WEEKDAY - RESTING TIME,17/03/25,20/11/25,Camdun,2024-10-25 21:41:06 ,Camdun,2024-10-25 21:41:06 
xW1iK4ynjWeVbR5o9tJwo,PROMO_02617,ERAFONE,Travel & Transportation,Catholic,M,Mature High Networth,2,5,WEEKEND - WEEKEND,28/06/25,28/09/25,Camdun,2024-10-25 21:41:06 ,Camdun,2024-10-25 21:41:06 
bVWeW6eWvd1nLHTIixjof,PROMO_02618,SUPERINDO,Telco,Hindu,M,Young Gen & Early Jobber,2,5,WEEKDAY - RESTING TIME,06/06/25,25/09/25,Camdun,2024-10-25 21:41:06 ,Camdun,2024-10-25 21:41:06 
5CtsZQxIEJfuC3jAJY1_2,PROMO_02619,GRAPARI,Travel & Transportation,Islam,F,Wealthy Achievers,5,4,WEEKDAY - RESTING TIME,14/04/25,25/10/25,Camdun,2024-10-25 21:41:06 ,Camdun,2024-10-25 21:41:06 
HPeErS4yN47sgUoEOcUYk,PROMO_02620,SUPERINDO,Gadget & Electronics,Buddha,M,Young Gen & Early Jobber,5,2,WEEKDAY - TRAVELING TIME,03/05/25,13/08/25,Camdun,2024-10-25 21:41:06 ,Camdun,2024-10-25 21:41:06 
Ki8qoKuif7w91hJWEmqLi,PROMO_02621,GRAPARI,Travel & Transportation,Islam,M,Emerging Wealth,4,2,WEEKEND - WEEKEND,12/04/25,16/09/25,Camdun,2024-10-25 21:41:06 ,Camdun,2024-10-25 21:41:06 
SgL64Rg9MH4qXRkOPERn_,PROMO_02622,IKEA,E-Commerce,Islam,M,Mature High Networth,1,3,WEEKEND - WEEKEND,05/01/25,29/08/25,Camdun,2024-10-25 21:41:06 ,Camdun,2024-10-25 21:41:06 
w7gaZFUaPBdr86nz10i_r,PROMO_02623,BARAYA,E-Commerce,Catholic,F,All Segment,2,4,WEEKDAY - WORKING TIME,14/01/25,17/10/25,Camdun,2024-10-25 21:41:06 ,Camdun,2024-10-25 21:41:06 
pa-vCFrDzhByRylSxoTR_,PROMO_02624,DAYTRANS,Food & Beverage,Islam,M,Wealthy Achievers,1,3,WEEKDAY - RESTING TIME,12/06/25,10/09/25,Camdun,2024-10-25 21:41:06 ,Camdun,2024-10-25 21:41:06 
kiV8D3wB1IkvcQc0Sx9YT,PROMO_02625,GERAI IM3,Telco,Hindu,M,Wealthy Achievers,3,1,WEEKDAY - TRAVELING TIME,18/01/25,25/08/25,Camdun,2024-10-25 21:41:06 ,Camdun,2024-10-25 21:41:06 
N7zd2NP-siaBz7TXFd9ms,PROMO_02626,GRAPARI,Gadget & Electronics,Others,M,All Segment,4,2,WEEKEND - WEEKEND,30/04/25,02/12/25,Camdun,2024-10-25 21:41:06 ,Camdun,2024-10-25 21:41:06 
1zj3ImRB6vi5GZdpqZfeT,PROMO_02627,GERAI IM3,Lifestyle,Konghucu,F,Silver Ager,1,2,WEEKEND - WEEKEND,22/05/25,03/09/25,Camdun,2024-10-25 21:41:06 ,Camdun,2024-10-25 21:41:06 
VBq1L_DKETyVV4X8F6OeA,PROMO_02628,DECATHLON,Lifestyle,Islam,F,Young Gen & Early Jobber,4,3,WEEKEND - WEEKEND,08/02/25,22/08/25,Camdun,2024-10-25 21:41:06 ,Camdun,2024-10-25 21:41:06 
s7A-7M1kNILKdgtPzeOCI,PROMO_02629,ERAFONE,Food & Beverage,Catholic,M,Working Professionals,5,5,WEEKDAY - WORKING TIME,03/04/25,30/12/25,Camdun,2024-10-25 21:41:06 ,Camdun,2024-10-25 21:41:06 
IUqSUkm9eqClX3SutXs7L,PROMO_02630,ERAFONE,Travel & Transportation,Catholic,M,Young Gen & Early Jobber,1,2,WEEKDAY - WORKING TIME,11/11/24,11/12/25,Camdun,2024-10-25 21:41:06 ,Camdun,2024-10-25 21:41:06 
rhD8wwY4jtBKiS9znql3W,PROMO_02631,DECATHLON,Lifestyle,Hindu,F,Silver Ager,3,1,WEEKDAY - RESTING TIME,16/01/25,31/12/25,Camdun,2024-10-25 21:41:06 ,Camdun,2024-10-25 21:41:06 
EWr2ucDHktkZe6vY9emS4,PROMO_02632,IKEA,Lifestyle,Islam,M,Wealthy Achievers,4,2,WEEKDAY - WORKING TIME,12/03/25,11/12/25,Camdun,2024-10-25 21:41:06 ,Camdun,2024-10-25 21:41:06 
i-zaor8rdHaLOjPdwgGvH,PROMO_02633,INDOMARET,Gadget & Electronics,Catholic,M,Emerging Wealth,4,2,WEEKDAY - WORKING TIME,15/03/25,02/09/25,Camdun,2024-10-25 21:41:06 ,Camdun,2024-10-25 21:41:06 
zVUsreuzI48DIfVssCofl,PROMO_02634,GERAI IM3,Gadget & Electronics,Buddha,F,All Segment,1,4,WEEKEND - WEEKEND,22/12/24,25/09/25,Camdun,2024-10-25 21:41:06 ,Camdun,2024-10-25 21:41:06 
0v1mpnDp07HoMF9HatyQu,PROMO_02635,GRAPARI,Lifestyle,Buddha,M,Mature High Networth,1,2,WEEKDAY - RESTING TIME,25/01/25,21/11/25,Camdun,2024-10-25 21:41:06 ,Camdun,2024-10-25 21:41:06 
NcULRXbP1rlYYOZLiBwjM,PROMO_02636,GERAI IM3,Telco,Catholic,F,All Segment,2,3,WEEKDAY - TRAVELING TIME,09/02/25,04/09/25,Camdun,2024-10-25 21:41:06 ,Camdun,2024-10-25 21:41:06 
cf42kJPpiu3qtMjZtqSgi,PROMO_02637,BARAYA,Food & Beverage,Catholic,M,Mature High Networth,5,3,WEEKDAY - TRAVELING TIME,22/12/24,07/09/25,Camdun,2024-10-25 21:41:06 ,Camdun,2024-10-25 21:41:06 
VJe4TjAzbKFixyVWONwBF,PROMO_02638,INDOMARET,Telco,Buddha,F,All Segment,4,3,WEEKDAY - RESTING TIME,12/01/25,04/10/25,Camdun,2024-10-25 21:41:06 ,Camdun,2024-10-25 21:41:06 
KNb7z304Wpv8ONWuJ7NSW,PROMO_02639,IKEA,Others/Miscellaneous,Christian,F,Young Gen & Early Jobber,3,5,WEEKDAY - WORKING TIME,06/03/25,02/09/25,Camdun,2024-10-25 21:41:06 ,Camdun,2024-10-25 21:41:06 
fiZrjVciEOxuH0JSI4cD8,PROMO_02640,INDOMARET,Food & Beverage,Others,F,Minimal,3,3,WEEKDAY - WORKING TIME,26/11/24,08/12/25,Camdun,2024-10-25 21:41:06 ,Camdun,2024-10-25 21:41:06 
77h2O0WgCuVfTFH64YkzH,PROMO_02641,ALFAMART,Lifestyle,Catholic,M,Working Professionals,3,3,WEEKDAY - TRAVELING TIME,28/05/25,05/09/25,Camdun,2024-10-25 21:41:06 ,Camdun,2024-10-25 21:41:06 
3qEXwQB5IrWVpII1VL1fX,PROMO_02642,GERAI IM3,E-Commerce,Konghucu,F,Mature High Networth,1,1,WEEKEND - WEEKEND,25/06/25,19/09/25,Camdun,2024-10-25 21:41:06 ,Camdun,2024-10-25 21:41:06 
VTwK90ZX_Ij_xfdtAnqlX,PROMO_02643,GERAI IM3,Others/Miscellaneous,Christian,F,All Segment,5,2,WEEKDAY - WORKING TIME,19/02/25,14/10/25,Camdun,2024-10-25 21:41:06 ,Camdun,2024-10-25 21:41:06 
HTN0mvBLHA7bJ1bAJ5xbO,PROMO_02644,ERAFONE,Telco,Catholic,M,Mature High Networth,1,1,WEEKDAY - RESTING TIME,22/03/25,04/10/25,Camdun,2024-10-25 21:41:06 ,Camdun,2024-10-25 21:41:06 
chfo_hH-qW62V8kvSIV8o,PROMO_02645,IKEA,Travel & Transportation,Others,M,Working Professionals,3,4,WEEKEND - WEEKEND,14/04/25,05/09/25,Camdun,2024-10-25 21:41:06 ,Camdun,2024-10-25 21:41:06 
ihsUnKfxxmx3QzTTyCBJU,PROMO_02646,GERAI IM3,Gadget & Electronics,Christian,M,Emerging Wealth,2,5,WEEKDAY - TRAVELING TIME,15/03/25,14/08/25,Camdun,2024-10-25 21:41:06 ,Camdun,2024-10-25 21:41:06 
thOQOySg2lgAvKbLh4SdC,PROMO_02647,SUPERINDO,E-Commerce,Catholic,F,Wealthy Achievers,4,3,WEEKDAY - RESTING TIME,15/11/24,20/11/25,Camdun,2024-10-25 21:41:06 ,Camdun,2024-10-25 21:41:06 
g1rv6KRsdRh4FeU66mhJe,PROMO_02648,SUPERINDO,Telco,Buddha,M,Minimal,4,5,WEEKDAY - RESTING TIME,28/11/24,30/08/25,Camdun,2024-10-25 21:41:06 ,Camdun,2024-10-25 21:41:06 
4990ELVedWMgIeIC4l4Tm,PROMO_02649,BARAYA,Lifestyle,Others,M,Minimal,1,2,WEEKEND - WEEKEND,08/06/25,13/09/25,Camdun,2024-10-25 21:41:06 ,Camdun,2024-10-25 21:41:06 
lEMy6ZNTdY5b_16Wj692K,PROMO_02650,GERAI IM3,Others/Miscellaneous,Hindu,M,Emerging Wealth,2,3,WEEKDAY - WORKING TIME,01/06/25,06/09/25,Camdun,2024-10-25 21:41:06 ,Camdun,2024-10-25 21:41:06 
ri2M8gTK6RD56YvJsg41M,PROMO_02651,GRAPARI,Travel & Transportation,Konghucu,F,Working Professionals,5,3,WEEKDAY - WORKING TIME,01/03/25,30/09/25,Camdun,2024-10-25 21:41:06 ,Camdun,2024-10-25 21:41:06 
t0duqN5aa5YNxIMA2oVsk,PROMO_02652,INDOMARET,Food & Beverage,Konghucu,M,All Segment,4,4,WEEKEND - WEEKEND,26/02/25,07/08/25,Camdun,2024-10-25 21:41:06 ,Camdun,2024-10-25 21:41:06 
rj3WSWhDaxwi7IRuVQrgp,PROMO_02653,DECATHLON,Travel & Transportation,Others,M,All Segment,4,4,WEEKDAY - TRAVELING TIME,23/11/24,09/09/25,Camdun,2024-10-25 21:41:06 ,Camdun,2024-10-25 21:41:06 
DmychAwXn6F1RcwI5p93O,PROMO_02654,ERAFONE,Travel & Transportation,Konghucu,F,Minimal,1,4,WEEKEND - WEEKEND,15/11/24,25/10/25,Camdun,2024-10-25 21:41:06 ,Camdun,2024-10-25 21:41:06 
mvyL0R5wJLYmzMXEGSpq1,PROMO_02655,IKEA,Gadget & Electronics,Catholic,M,Young Gen & Early Jobber,3,2,WEEKEND - WEEKEND,20/03/25,23/09/25,Camdun,2024-10-25 21:41:06 ,Camdun,2024-10-25 21:41:06 
PvNFXSw5L4rP6LKp4F2j0,PROMO_02656,GRAPARI,Travel & Transportation,Islam,F,Young Gen & Early Jobber,1,2,WEEKEND - WEEKEND,08/05/25,03/08/25,Camdun,2024-10-25 21:41:06 ,Camdun,2024-10-25 21:41:06 
p4RbpSHi1bkrKrlebCPRc,PROMO_02657,INDOMARET,Gadget & Electronics,Others,M,Young Gen & Early Jobber,2,5,WEEKDAY - TRAVELING TIME,19/02/25,31/07/25,Camdun,2024-10-25 21:41:06 ,Camdun,2024-10-25 21:41:06 
-QaAW3cDsZJviNI-KYcbS,PROMO_02658,GERAI IM3,Telco,Others,F,Minimal,3,4,WEEKEND - WEEKEND,02/04/25,28/11/25,Camdun,2024-10-25 21:41:06 ,Camdun,2024-10-25 21:41:06 
7KWDDJZMUwfRv4G04eeLX,PROMO_02659,GRAPARI,Telco,Others,F,Wealthy Achievers,4,4,WEEKDAY - TRAVELING TIME,09/02/25,08/09/25,Camdun,2024-10-25 21:41:06 ,Camdun,2024-10-25 21:41:06 
JDst9xalS0HYefDceZihZ,PROMO_02660,ALFAMART,E-Commerce,Buddha,F,Working Professionals,2,4,WEEKDAY - TRAVELING TIME,02/02/25,26/09/25,Camdun,2024-10-25 21:41:06 ,Camdun,2024-10-25 21:41:06 
sRw3DzEOkvm6ikU9huG_G,PROMO_02661,GRAPARI,E-Commerce,Islam,F,Working Professionals,2,5,WEEKDAY - WORKING TIME,06/01/25,06/09/25,Camdun,2024-10-25 21:41:06 ,Camdun,2024-10-25 21:41:06 
ejMQGaYUPoW-wdNOiQZR9,PROMO_02662,SUPERINDO,Lifestyle,Catholic,M,Minimal,4,2,WEEKDAY - TRAVELING TIME,11/11/24,11/10/25,Camdun,2024-10-25 21:41:06 ,Camdun,2024-10-25 21:41:06 
STGfLNACM0t1oqsrSD5UA,PROMO_02663,GERAI IM3,Telco,Hindu,F,Working Professionals,2,5,WEEKDAY - RESTING TIME,10/02/25,17/12/25,Camdun,2024-10-25 21:41:06 ,Camdun,2024-10-25 21:41:06 
8gRbmlGbvIGjbtshs07k1,PROMO_02664,DAYTRANS,Health & Beauty,Catholic,F,Minimal,3,1,WEEKDAY - WORKING TIME,01/02/25,09/10/25,Camdun,2024-10-25 21:41:06 ,Camdun,2024-10-25 21:41:06 
1xnaArLMvJ-rRJbRslZKx,PROMO_02665,GRAPARI,E-Commerce,Konghucu,F,Young Gen & Early Jobber,4,4,WEEKDAY - WORKING TIME,26/06/25,07/10/25,Camdun,2024-10-25 21:41:06 ,Camdun,2024-10-25 21:41:06 
XgK_YqMpuEpzNd3BadVQr,PROMO_02666,IKEA,Others/Miscellaneous,Others,F,All Segment,3,3,WEEKDAY - RESTING TIME,07/11/24,04/10/25,Camdun,2024-10-25 21:41:06 ,Camdun,2024-10-25 21:41:06 
XdQ_V8Z_2XKDEGOMY7lGJ,PROMO_02667,ALFAMART,Others/Miscellaneous,Hindu,F,All Segment,3,1,WEEKEND - WEEKEND,14/11/24,10/10/25,Camdun,2024-10-25 21:41:06 ,Camdun,2024-10-25 21:41:06 
qAJtFaPjBrZBq19M3UT5Y,PROMO_02668,GERAI IM3,Lifestyle,Buddha,M,Wealthy Achievers,4,4,WEEKDAY - TRAVELING TIME,08/12/24,15/08/25,Camdun,2024-10-25 21:41:06 ,Camdun,2024-10-25 21:41:06 
fpDnF4GFpj_nQThMHhzlt,PROMO_02669,GRAPARI,Telco,Christian,F,Young Gen & Early Jobber,1,2,WEEKEND - WEEKEND,21/12/24,25/10/25,Camdun,2024-10-25 21:41:06 ,Camdun,2024-10-25 21:41:06 
yINzPDsXni3aclyLcIF_0,PROMO_02670,DECATHLON,Others/Miscellaneous,Catholic,M,Mature High Networth,3,5,WEEKDAY - RESTING TIME,03/02/25,25/08/25,Camdun,2024-10-25 21:41:06 ,Camdun,2024-10-25 21:41:06 
H5BhaqyQ9rED8RAdRpB-i,PROMO_02671,IBOX,Others/Miscellaneous,Catholic,M,Silver Ager,5,1,WEEKEND - WEEKEND,12/02/25,19/09/25,Camdun,2024-10-25 21:41:06 ,Camdun,2024-10-25 21:41:06 
hWrm6Y1iooCed8fLdLfpr,PROMO_02672,ALFAMART,Travel & Transportation,Others,F,Young Gen & Early Jobber,3,4,WEEKDAY - TRAVELING TIME,05/05/25,22/11/25,Camdun,2024-10-25 21:41:06 ,Camdun,2024-10-25 21:41:06 
h8shJYwa7XX5Nda-dtvej,PROMO_02673,DAYTRANS,Food & Beverage,Hindu,M,Silver Ager,1,4,WEEKDAY - TRAVELING TIME,17/01/25,11/10/25,Camdun,2024-10-25 21:41:06 ,Camdun,2024-10-25 21:41:06 
Ta2C6G8LIOVMhTzdS6QNR,PROMO_02674,IBOX,E-Commerce,Christian,F,Mature High Networth,1,2,WEEKEND - WEEKEND,19/05/25,17/12/25,Camdun,2024-10-25 21:41:06 ,Camdun,2024-10-25 21:41:06 
K6TssYlRYDA5-suaGsM_H,PROMO_02675,ALFAMART,Telco,Islam,F,Minimal,5,4,WEEKEND - WEEKEND,22/11/24,15/12/25,Camdun,2024-10-25 21:41:06 ,Camdun,2024-10-25 21:41:06 
tDgyiCWBOSYRQtOEMhSTw,PROMO_02676,ERAFONE,Lifestyle,Catholic,F,Wealthy Achievers,5,4,WEEKDAY - WORKING TIME,16/01/25,22/11/25,Camdun,2024-10-25 21:41:06 ,Camdun,2024-10-25 21:41:06 
z8jB11UCYkSIJN0gL8ZgH,PROMO_02677,IKEA,Others/Miscellaneous,Christian,F,Minimal,1,5,WEEKDAY - RESTING TIME,15/05/25,14/08/25,Camdun,2024-10-25 21:41:06 ,Camdun,2024-10-25 21:41:06 
zD377sSzQqZIxilRYzZRL,PROMO_02678,INDOMARET,Food & Beverage,Buddha,M,Young Gen & Early Jobber,4,3,WEEKDAY - WORKING TIME,09/11/24,30/10/25,Camdun,2024-10-25 21:41:06 ,Camdun,2024-10-25 21:41:06 
t_o5TippsBwjCPt3FmQ30,PROMO_02679,ALFAMART,E-Commerce,Hindu,F,Young Gen & Early Jobber,3,1,WEEKDAY - RESTING TIME,01/03/25,25/10/25,Camdun,2024-10-25 21:41:06 ,Camdun,2024-10-25 21:41:06 
v3JTOFWprBYyg1u5ARYii,PROMO_02680,DAYTRANS,Food & Beverage,Hindu,M,Silver Ager,4,5,WEEKDAY - TRAVELING TIME,25/02/25,04/10/25,Camdun,2024-10-25 21:41:06 ,Camdun,2024-10-25 21:41:06 
D4_zHThsZResZrteEKZJI,PROMO_02681,BARAYA,Telco,Islam,M,Silver Ager,2,5,WEEKEND - WEEKEND,29/11/24,13/12/25,Camdun,2024-10-25 21:41:06 ,Camdun,2024-10-25 21:41:06 
32sueAvr_x2fwbWjhvNRJ,PROMO_02682,INDOMARET,Food & Beverage,Christian,F,Silver Ager,2,1,WEEKEND - WEEKEND,04/06/25,03/08/25,Camdun,2024-10-25 21:41:06 ,Camdun,2024-10-25 21:41:06 
a1iYm_o8TduvCPEkc4SxO,PROMO_02683,GERAI IM3,Health & Beauty,Christian,M,All Segment,2,4,WEEKDAY - TRAVELING TIME,04/01/25,11/08/25,Camdun,2024-10-25 21:41:06 ,Camdun,2024-10-25 21:41:06 
VQ43sJNuWpN-ERirOn6XD,PROMO_02684,ALFAMART,Travel & Transportation,Islam,F,Minimal,4,2,WEEKDAY - WORKING TIME,08/06/25,30/10/25,Camdun,2024-10-25 21:41:06 ,Camdun,2024-10-25 21:41:06 
_eetO5nQ6uL93dQrvXVOt,PROMO_02685,INDOMARET,Telco,Hindu,F,Emerging Wealth,4,4,WEEKDAY - TRAVELING TIME,07/12/24,27/11/25,Camdun,2024-10-25 21:41:06 ,Camdun,2024-10-25 21:41:06 
6_Chz9QJRoihCA5Dct2Kb,PROMO_02686,GRAPARI,Telco,Christian,M,Wealthy Achievers,5,2,WEEKDAY - TRAVELING TIME,21/11/24,15/09/25,Camdun,2024-10-25 21:41:06 ,Camdun,2024-10-25 21:41:06 
RTXhnfmdfVNuO1NsWsbTF,PROMO_02687,ALFAMART,E-Commerce,Buddha,M,Silver Ager,1,2,WEEKEND - WEEKEND,01/05/25,23/10/25,Camdun,2024-10-25 21:41:06 ,Camdun,2024-10-25 21:41:06 
2JqrmrKCzRuTmV-wfHsqY,PROMO_02688,IBOX,Food & Beverage,Islam,M,Silver Ager,1,5,WEEKDAY - RESTING TIME,06/11/24,08/09/25,Camdun,2024-10-25 21:41:06 ,Camdun,2024-10-25 21:41:06 
HZ1duPLLS-FiMTgK3CWgp,PROMO_02689,DAYTRANS,Travel & Transportation,Others,F,All Segment,1,1,WEEKDAY - WORKING TIME,21/01/25,25/12/25,Camdun,2024-10-25 21:41:06 ,Camdun,2024-10-25 21:41:06 
KUwH1Uhvv8wXKmGZ1GR6n,PROMO_02690,SUPERINDO,Health & Beauty,Others,F,Young Gen & Early Jobber,4,4,WEEKDAY - RESTING TIME,18/01/25,03/10/25,Camdun,2024-10-25 21:41:06 ,Camdun,2024-10-25 21:41:06 
revFQtG-GW036nJVot0uq,PROMO_02691,SUPERINDO,Gadget & Electronics,Islam,F,Minimal,5,4,WEEKDAY - WORKING TIME,02/01/25,17/10/25,Camdun,2024-10-25 21:41:06 ,Camdun,2024-10-25 21:41:06 
7_BmiTDH5gqcXG0Im5vL3,PROMO_02692,DECATHLON,Health & Beauty,Konghucu,M,Young Gen & Early Jobber,3,3,WEEKDAY - WORKING TIME,24/01/25,27/09/25,Camdun,2024-10-25 21:41:06 ,Camdun,2024-10-25 21:41:06 
HsfTfDhHW5FeO4-rEUuC7,PROMO_02693,DECATHLON,Others/Miscellaneous,Christian,F,Working Professionals,1,5,WEEKDAY - RESTING TIME,10/05/25,13/08/25,Camdun,2024-10-25 21:41:06 ,Camdun,2024-10-25 21:41:06 
Ln86X2I5G-G6lwarWLXW9,PROMO_02694,DAYTRANS,Lifestyle,Christian,M,Emerging Wealth,2,1,WEEKEND - WEEKEND,22/05/25,24/12/25,Camdun,2024-10-25 21:41:06 ,Camdun,2024-10-25 21:41:06 
u967CpWJXo0RYGzL9kZIU,PROMO_02695,BARAYA,Travel & Transportation,Others,M,All Segment,3,2,WEEKDAY - RESTING TIME,28/05/25,23/12/25,Camdun,2024-10-25 21:41:06 ,Camdun,2024-10-25 21:41:06 
8IyfvDFdvDHrDbsspHHJN,PROMO_02696,DAYTRANS,Travel & Transportation,Konghucu,M,Working Professionals,5,4,WEEKDAY - WORKING TIME,22/11/24,10/12/25,Camdun,2024-10-25 21:41:06 ,Camdun,2024-10-25 21:41:06 
gss5ZjyQbCxAbJDbmT7IA,PROMO_02697,GRAPARI,Health & Beauty,Hindu,F,All Segment,2,1,WEEKDAY - RESTING TIME,19/12/24,10/09/25,Camdun,2024-10-25 21:41:06 ,Camdun,2024-10-25 21:41:06 
lsRbF9VbGE0irOADdplWc,PROMO_02698,DAYTRANS,Health & Beauty,Hindu,F,Wealthy Achievers,4,3,WEEKDAY - RESTING TIME,22/02/25,19/09/25,Camdun,2024-10-25 21:41:06 ,Camdun,2024-10-25 21:41:06 
9yyuND3GiG_L9xvk-A5oi,PROMO_02699,DAYTRANS,Telco,Christian,M,Silver Ager,2,3,WEEKEND - WEEKEND,26/11/24,19/09/25,Camdun,2024-10-25 21:41:06 ,Camdun,2024-10-25 21:41:06 
-qVAkdnKJwOuikKkny2Yc,PROMO_02700,INDOMARET,Travel & Transportation,Buddha,M,Wealthy Achievers,5,3,WEEKEND - WEEKEND,10/03/25,04/09/25,Camdun,2024-10-25 21:41:06 ,Camdun,2024-10-25 21:41:06 
8WiPK98W11T7VcpJlkxSd,PROMO_02701,DECATHLON,E-Commerce,Islam,M,Emerging Wealth,1,3,WEEKEND - WEEKEND,30/12/24,22/08/25,Camdun,2024-10-25 21:41:06 ,Camdun,2024-10-25 21:41:06 
F-PFBTXJrub2ZhmfkbUuL,PROMO_02702,DECATHLON,E-Commerce,Hindu,F,Mature High Networth,4,1,WEEKDAY - RESTING TIME,01/05/25,28/10/25,Camdun,2024-10-25 21:41:06 ,Camdun,2024-10-25 21:41:06 
