PROMO_ID,MCC_GROUP,MERCHANT_CATEGORY,GENDER,RELIGION,PROMO_LOCATION,START_DATE,END_DATE,SEGMENTATION,TOTAL_ASSETS,ACCOUNT_AGE,TRANSACTION_TIME
PROMO_0537,SOCIOLLA,Travel dan Transportasi,Perempuan,Katolik,Makassar,12/02/24,16/09/24,All Segment,Group 4,Group 3,WEEKDAY - WORKING TIME
PROMO_0538,ERAFONE,Telco,Laki-laki,Buddha,Denpasar,18/03/24,09/07/24,Emerging Wealth,Group 5,Group 4,WEEKEND - WEEKEND
PROMO_0539,SHOPEE,Makanan dan Minuman,Perempuan,Buddha,Makassar,06/01/24,13/07/24,Silver Ager,Group 3,Group 2,WEEKDAY - RESTING TIME
PROMO_0540,SOCIOLLA,Gadget dan Elektronik,Laki-laki,Kristen,Semarang,12/01/24,17/06/24,Silver Ager,Group 3,Group 5,WEEKDAY - RESTING TIME
PROMO_0541,SOCIOLLA,Makanan dan Minuman,Laki-laki,Agama Lainnya,Makassar,08/03/24,15/06/24,Silver Ager,Group 2,Group 1,WEEKEND - WEEKEND
PROMO_0542,SOCIOLLA,Others/Miscellaneous (Promo lainnya),Laki-laki,Buddha,Semarang,05/02/24,30/06/24,All Segment,Group 2,Group 5,WEEKEND - WEEKEND
PROMO_0543,IBOX,Travel dan Transportasi,Perempuan,Buddha,Papua,28/03/24,20/06/24,Emerging Wealth,Group 1,Group 3,WEEKDAY - WORKING TIME
PROMO_0544,FORE,Telco,Perempuan,Buddha,Semarang,01/02/24,25/09/24,Minimal,Group 4,Group 4,WEEKDAY - TRAVELING TIME
PROMO_0545,ALFAMART,Kesehatan dan Kecantikan,Laki-laki,Hindu,Nasional,06/02/24,01/10/24,Young Gen & Early Jobber,Group 4,Group 1,WEEKDAY - WORKING TIME
PROMO_0546,FORE,Makanan dan Minuman,Perempuan,Hindu,Jakarta,05/01/24,02/10/24,Silver Ager,Group 1,Group 4,WEEKDAY - TRAVELING TIME
PROMO_0547,ALFAMART,Others/Miscellaneous (Promo lainnya),Perempuan,Konghucu,Medan,02/02/24,27/07/24,Minimal,Group 5,Group 2,WEEKEND - WEEKEND
PROMO_0548,SOCIOLLA,Gadget dan Elektronik,Perempuan,Katolik,Padang,25/02/24,11/06/24,Wealthy Achievers,Group 5,Group 4,WEEKDAY - TRAVELING TIME
PROMO_0549,IBOX,Kesehatan dan Kecantikan,Perempuan,Agama Lainnya,Papua,18/02/24,05/10/24,All Segment,Group 1,Group 4,WEEKEND - WEEKEND
PROMO_0550,SHOPEE,Kesehatan dan Kecantikan,Perempuan,Buddha,Malang,01/03/24,13/09/24,Mature High Networth,Group 1,Group 1,WEEKEND - WEEKEND
PROMO_0551,GUARDIAN,Gaya Hidup,Laki-laki,Buddha,Nasional,11/03/24,02/08/24,Working Professionals,Group 1,Group 3,WEEKEND - WEEKEND
PROMO_0552,FORE,Travel dan Transportasi,Perempuan,Islam,Padang,29/02/24,27/10/24,All Segment,Group 4,Group 5,WEEKDAY - TRAVELING TIME
PROMO_0553,SOLARIA,Telco,Perempuan,Katolik,Malang,24/03/24,05/07/24,Working Professionals,Group 5,Group 5,WEEKDAY - TRAVELING TIME
PROMO_0554,ERAFONE,Others/Miscellaneous (Promo lainnya),Laki-laki,Hindu,Surabaya,05/01/24,05/07/24,Young Gen & Early Jobber,Group 3,Group 4,WEEKEND - WEEKEND
PROMO_0555,GUARDIAN,Makanan dan Minuman,Laki-laki,Kristen,Jakarta,08/02/24,01/07/24,All Segment,Group 2,Group 3,WEEKDAY - RESTING TIME
PROMO_0556,IBOX,Telco,Laki-laki,Agama Lainnya,Malang,04/02/24,02/06/24,Emerging Wealth,Group 2,Group 5,WEEKDAY - RESTING TIME
PROMO_0557,TUKU,Makanan dan Minuman,Perempuan,Islam,Malang,03/01/24,10/08/24,Young Gen & Early Jobber,Group 5,Group 2,WEEKDAY - TRAVELING TIME
PROMO_0558,GUARDIAN,Telco,Perempuan,Konghucu,Semarang,29/03/24,21/07/24,Young Gen & Early Jobber,Group 4,Group 5,WEEKDAY - WORKING TIME
PROMO_0559,IBOX,Others/Miscellaneous (Promo lainnya),Laki-laki,Islam,Palembang,26/01/24,05/06/24,Minimal,Group 3,Group 1,WEEKEND - WEEKEND
PROMO_0560,ALFAMART,Makanan dan Minuman,Perempuan,Katolik,Palembang,03/02/24,22/06/24,All Segment,Group 1,Group 4,WEEKDAY - TRAVELING TIME
PROMO_0561,INDOMARET,Telco,Perempuan,Agama Lainnya,Manado,03/01/24,08/05/24,Wealthy Achievers,Group 1,Group 5,WEEKDAY - TRAVELING TIME
PROMO_0562,IKEA,Makanan dan Minuman,Perempuan,Konghucu,Nasional,20/03/24,15/08/24,Minimal,Group 4,Group 2,WEEKDAY - TRAVELING TIME
PROMO_0563,SOCIOLLA,Makanan dan Minuman,Perempuan,Kristen,Papua,11/02/24,14/07/24,All Segment,Group 2,Group 3,WEEKDAY - RESTING TIME
PROMO_0564,IBOX,Telco,Perempuan,Konghucu,Semarang,22/03/24,14/05/24,Silver Ager,Group 2,Group 1,WEEKDAY - RESTING TIME
PROMO_0565,GUARDIAN,Kesehatan dan Kecantikan,Perempuan,Kristen,Jakarta,08/03/24,22/05/24,Young Gen & Early Jobber,Group 4,Group 4,WEEKDAY - RESTING TIME
PROMO_0566,SOCIOLLA,Kesehatan dan Kecantikan,Perempuan,Islam,Padang,25/03/24,10/08/24,All Segment,Group 2,Group 1,WEEKDAY - RESTING TIME
PROMO_0567,DAYTRANS,E-Commerce,Perempuan,Kristen,Medan,29/01/24,28/05/24,Working Professionals,Group 5,Group 3,WEEKEND - WEEKEND
PROMO_0568,SHOPEE,Others/Miscellaneous (Promo lainnya),Laki-laki,Buddha,Semarang,08/01/24,07/06/24,Silver Ager,Group 2,Group 2,WEEKDAY - TRAVELING TIME
PROMO_0569,SHOPEE,Others/Miscellaneous (Promo lainnya),Laki-laki,Buddha,Bandung,16/01/24,30/07/24,All Segment,Group 1,Group 3,WEEKEND - WEEKEND
PROMO_0570,DAYTRANS,Gaya Hidup,Laki-laki,Kristen,Papua,30/01/24,07/09/24,All Segment,Group 1,Group 3,WEEKDAY - WORKING TIME
PROMO_0571,INDOMARET,Travel dan Transportasi,Laki-laki,Kristen,Jakarta,29/03/24,03/06/24,Silver Ager,Group 1,Group 1,WEEKEND - WEEKEND
PROMO_0572,INDOMARET,Travel dan Transportasi,Laki-laki,Katolik,Bandung,19/03/24,17/07/24,Emerging Wealth,Group 1,Group 5,WEEKDAY - TRAVELING TIME
PROMO_0573,FORE,E-Commerce,Perempuan,Katolik,Medan,17/02/24,14/05/24,Young Gen & Early Jobber,Group 3,Group 3,WEEKDAY - RESTING TIME
PROMO_0574,ERAFONE,Gadget dan Elektronik,Laki-laki,Buddha,Balikpapan,02/03/24,07/07/24,Young Gen & Early Jobber,Group 3,Group 5,WEEKDAY - TRAVELING TIME
PROMO_0575,IKEA,Telco,Perempuan,Buddha,Yogyakarta,26/03/24,30/09/24,Working Professionals,Group 1,Group 4,WEEKDAY - RESTING TIME
PROMO_0576,GUARDIAN,Gaya Hidup,Laki-laki,Agama Lainnya,Bandung,03/03/24,22/07/24,Wealthy Achievers,Group 4,Group 4,WEEKDAY - TRAVELING TIME
PROMO_0577,FORE,Others/Miscellaneous (Promo lainnya),Perempuan,Islam,Surabaya,20/02/24,13/10/24,Young Gen & Early Jobber,Group 1,Group 2,WEEKDAY - WORKING TIME
PROMO_0578,INDOMARET,Gadget dan Elektronik,Perempuan,Hindu,Manado,27/01/24,26/09/24,Emerging Wealth,Group 3,Group 3,WEEKEND - WEEKEND
PROMO_0579,FORE,Gadget dan Elektronik,Perempuan,Katolik,Jakarta,11/03/24,29/09/24,Wealthy Achievers,Group 5,Group 1,WEEKDAY - RESTING TIME
PROMO_0580,IKEA,Travel dan Transportasi,Laki-laki,Kristen,Manado,20/03/24,13/05/24,Silver Ager,Group 1,Group 4,WEEKEND - WEEKEND
PROMO_0581,DAYTRANS,Telco,Laki-laki,Buddha,Bandung,06/03/24,04/05/24,Emerging Wealth,Group 4,Group 3,WEEKEND - WEEKEND
PROMO_0582,IBOX,Gaya Hidup,Perempuan,Islam,Nasional,05/02/24,24/07/24,Young Gen & Early Jobber,Group 4,Group 5,WEEKEND - WEEKEND
PROMO_0583,ALFAMART,Telco,Laki-laki,Buddha,Medan,17/03/24,16/08/24,Working Professionals,Group 2,Group 3,WEEKEND - WEEKEND
PROMO_0584,ERAFONE,Kesehatan dan Kecantikan,Perempuan,Hindu,Nasional,26/02/24,13/10/24,All Segment,Group 3,Group 1,WEEKDAY - WORKING TIME
PROMO_0585,SHOPEE,Telco,Perempuan,Hindu,Nasional,09/01/24,08/06/24,Young Gen & Early Jobber,Group 5,Group 3,WEEKDAY - WORKING TIME
PROMO_0586,ALFAMART,Gaya Hidup,Laki-laki,Islam,Denpasar,28/03/24,04/10/24,All Segment,Group 5,Group 5,WEEKDAY - WORKING TIME
PROMO_0587,INDOMARET,Makanan dan Minuman,Laki-laki,Katolik,Papua,13/02/24,23/06/24,Young Gen & Early Jobber,Group 3,Group 4,WEEKDAY - TRAVELING TIME
PROMO_0588,TUKU,Telco,Perempuan,Hindu,Padang,16/02/24,07/06/24,Minimal,Group 5,Group 1,WEEKDAY - WORKING TIME
PROMO_0589,SHOPEE,Telco,Perempuan,Kristen,Balikpapan,30/03/24,20/10/24,Mature High Networth,Group 2,Group 5,WEEKEND - WEEKEND
PROMO_0590,ALFAMART,Kesehatan dan Kecantikan,Laki-laki,Buddha,Manado,18/01/24,05/07/24,All Segment,Group 1,Group 1,WEEKDAY - TRAVELING TIME
PROMO_0591,SOLARIA,Kesehatan dan Kecantikan,Perempuan,Agama Lainnya,Denpasar,23/03/24,04/08/24,Minimal,Group 5,Group 4,WEEKEND - WEEKEND
PROMO_0592,SOCIOLLA,Telco,Perempuan,Islam,Padang,23/02/24,08/10/24,Emerging Wealth,Group 5,Group 5,WEEKEND - WEEKEND
PROMO_0593,SOLARIA,Travel dan Transportasi,Perempuan,Katolik,Semarang,28/02/24,24/05/24,Wealthy Achievers,Group 2,Group 3,WEEKDAY - TRAVELING TIME
PROMO_0594,ALFAMART,Kesehatan dan Kecantikan,Laki-laki,Hindu,Palembang,24/03/24,03/06/24,Mature High Networth,Group 5,Group 5,WEEKDAY - RESTING TIME
PROMO_0595,SHOPEE,Gadget dan Elektronik,Laki-laki,Hindu,Malang,13/02/24,23/05/24,Working Professionals,Group 3,Group 3,WEEKDAY - RESTING TIME
PROMO_0596,SHOPEE,Kesehatan dan Kecantikan,Perempuan,Hindu,Papua,29/03/24,11/07/24,All Segment,Group 4,Group 1,WEEKDAY - WORKING TIME
PROMO_0597,IBOX,Travel dan Transportasi,Perempuan,Hindu,Surabaya,07/01/24,05/05/24,All Segment,Group 1,Group 4,WEEKDAY - TRAVELING TIME
PROMO_0598,INDOMARET,Gaya Hidup,Laki-laki,Kristen,Bandung,18/02/24,18/06/24,Wealthy Achievers,Group 1,Group 3,WEEKEND - WEEKEND
PROMO_0599,SOCIOLLA,Gadget dan Elektronik,Perempuan,Katolik,Balikpapan,02/02/24,17/10/24,Wealthy Achievers,Group 3,Group 1,WEEKDAY - WORKING TIME
PROMO_0600,INDOMARET,Travel dan Transportasi,Perempuan,Agama Lainnya,Manado,13/01/24,14/10/24,Emerging Wealth,Group 4,Group 4,WEEKEND - WEEKEND
PROMO_0601,SHOPEE,Gadget dan Elektronik,Laki-laki,Agama Lainnya,Surabaya,17/01/24,10/07/24,Silver Ager,Group 4,Group 2,WEEKEND - WEEKEND
PROMO_0602,IBOX,E-Commerce,Perempuan,Hindu,Medan,21/01/24,20/10/24,Wealthy Achievers,Group 2,Group 2,WEEKDAY - RESTING TIME
PROMO_0603,DAYTRANS,Gaya Hidup,Perempuan,Islam,Surabaya,18/02/24,29/09/24,Minimal,Group 1,Group 4,WEEKDAY - RESTING TIME
PROMO_0604,ALFAMART,Kesehatan dan Kecantikan,Laki-laki,Islam,Denpasar,06/01/24,14/06/24,Minimal,Group 5,Group 5,WEEKDAY - TRAVELING TIME
PROMO_0605,INDOMARET,Telco,Perempuan,Agama Lainnya,Denpasar,02/01/24,02/10/24,Working Professionals,Group 3,Group 5,WEEKDAY - WORKING TIME
PROMO_0606,DAYTRANS,Others/Miscellaneous (Promo lainnya),Perempuan,Konghucu,Bandung,19/03/24,14/08/24,Mature High Networth,Group 1,Group 5,WEEKDAY - WORKING TIME
PROMO_0607,SOLARIA,Travel dan Transportasi,Laki-laki,Kristen,Papua,04/02/24,30/07/24,All Segment,Group 3,Group 3,WEEKDAY - WORKING TIME
PROMO_0608,TUKU,Gaya Hidup,Laki-laki,Agama Lainnya,Surabaya,12/03/24,20/06/24,Wealthy Achievers,Group 5,Group 4,WEEKDAY - TRAVELING TIME
PROMO_0609,INDOMARET,Kesehatan dan Kecantikan,Perempuan,Agama Lainnya,Medan,03/01/24,26/08/24,Young Gen & Early Jobber,Group 5,Group 3,WEEKDAY - RESTING TIME
PROMO_0610,TUKU,Others/Miscellaneous (Promo lainnya),Perempuan,Agama Lainnya,Manado,12/02/24,17/10/24,Emerging Wealth,Group 3,Group 2,WEEKDAY - WORKING TIME
PROMO_0611,INDOMARET,Kesehatan dan Kecantikan,Laki-laki,Katolik,Denpasar,10/01/24,10/08/24,Silver Ager,Group 4,Group 1,WEEKEND - WEEKEND
PROMO_0612,INDOMARET,Telco,Perempuan,Islam,Makassar,21/02/24,07/10/24,Silver Ager,Group 1,Group 1,WEEKDAY - WORKING TIME
PROMO_0613,FORE,Others/Miscellaneous (Promo lainnya),Perempuan,Kristen,Medan,22/01/24,12/07/24,Silver Ager,Group 3,Group 3,WEEKDAY - TRAVELING TIME
PROMO_0614,SOCIOLLA,Gadget dan Elektronik,Laki-laki,Kristen,Balikpapan,13/01/24,29/07/24,All Segment,Group 1,Group 5,WEEKEND - WEEKEND
PROMO_0615,INDOMARET,Telco,Laki-laki,Buddha,Jakarta,19/03/24,11/08/24,Emerging Wealth,Group 4,Group 1,WEEKEND - WEEKEND
PROMO_0616,FORE,Kesehatan dan Kecantikan,Perempuan,Konghucu,Balikpapan,27/01/24,02/05/24,Emerging Wealth,Group 2,Group 3,WEEKDAY - RESTING TIME
PROMO_0617,SHOPEE,Kesehatan dan Kecantikan,Laki-laki,Kristen,Padang,21/01/24,02/09/24,Young Gen & Early Jobber,Group 3,Group 4,WEEKDAY - WORKING TIME
PROMO_0618,IBOX,Gadget dan Elektronik,Laki-laki,Konghucu,Makassar,10/03/24,24/06/24,Wealthy Achievers,Group 1,Group 5,WEEKDAY - RESTING TIME
PROMO_0619,ERAFONE,Makanan dan Minuman,Laki-laki,Islam,Surabaya,03/02/24,25/08/24,Silver Ager,Group 1,Group 1,WEEKDAY - WORKING TIME
PROMO_0620,ALFAMART,Travel dan Transportasi,Laki-laki,Kristen,Jakarta,08/02/24,28/05/24,Minimal,Group 1,Group 1,WEEKDAY - TRAVELING TIME
PROMO_0621,GUARDIAN,E-Commerce,Laki-laki,Buddha,Surabaya,10/01/24,13/06/24,Young Gen & Early Jobber,Group 5,Group 5,WEEKEND - WEEKEND
PROMO_0622,SOCIOLLA,Others/Miscellaneous (Promo lainnya),Perempuan,Kristen,Yogyakarta,19/01/24,11/05/24,Minimal,Group 1,Group 1,WEEKEND - WEEKEND
PROMO_0623,IKEA,Gadget dan Elektronik,Laki-laki,Buddha,Malang,27/03/24,03/05/24,All Segment,Group 4,Group 5,WEEKDAY - WORKING TIME
PROMO_0624,TUKU,Makanan dan Minuman,Perempuan,Islam,Malang,09/01/24,18/08/24,Emerging Wealth,Group 3,Group 5,WEEKDAY - RESTING TIME
PROMO_0625,FORE,Gadget dan Elektronik,Perempuan,Kristen,Surabaya,19/03/24,29/07/24,Young Gen & Early Jobber,Group 4,Group 4,WEEKEND - WEEKEND
PROMO_0626,TUKU,Makanan dan Minuman,Laki-laki,Islam,Padang,12/02/24,18/07/24,Working Professionals,Group 1,Group 1,WEEKDAY - TRAVELING TIME
PROMO_0627,DAYTRANS,Gaya Hidup,Laki-laki,Kristen,Malang,02/02/24,06/07/24,Mature High Networth,Group 3,Group 3,WEEKDAY - WORKING TIME
PROMO_0628,TUKU,Telco,Perempuan,Konghucu,Denpasar,09/01/24,31/10/24,Wealthy Achievers,Group 4,Group 1,WEEKEND - WEEKEND
PROMO_0629,DAYTRANS,Gaya Hidup,Laki-laki,Konghucu,Bandung,26/02/24,14/06/24,All Segment,Group 3,Group 1,WEEKDAY - WORKING TIME
PROMO_0630,IBOX,Kesehatan dan Kecantikan,Laki-laki,Hindu,Makassar,16/03/24,19/06/24,Mature High Networth,Group 2,Group 3,WEEKDAY - WORKING TIME
PROMO_0631,ERAFONE,Travel dan Transportasi,Perempuan,Agama Lainnya,Padang,11/03/24,25/05/24,Wealthy Achievers,Group 5,Group 3,WEEKDAY - WORKING TIME
PROMO_0632,ALFAMART,Gadget dan Elektronik,Perempuan,Agama Lainnya,Papua,13/01/24,30/06/24,All Segment,Group 1,Group 3,WEEKDAY - TRAVELING TIME
PROMO_0633,DAYTRANS,Telco,Perempuan,Agama Lainnya,Nasional,24/03/24,17/06/24,Working Professionals,Group 5,Group 1,WEEKDAY - TRAVELING TIME
PROMO_0634,DAYTRANS,E-Commerce,Perempuan,Hindu,Padang,21/03/24,06/07/24,All Segment,Group 5,Group 1,WEEKDAY - TRAVELING TIME
PROMO_0635,GUARDIAN,Kesehatan dan Kecantikan,Perempuan,Katolik,Balikpapan,03/02/24,03/09/24,All Segment,Group 3,Group 5,WEEKDAY - RESTING TIME
PROMO_0636,ALFAMART,Others/Miscellaneous (Promo lainnya),Laki-laki,Katolik,Medan,27/03/24,03/09/24,All Segment,Group 3,Group 5,WEEKDAY - RESTING TIME
PROMO_0637,DAYTRANS,Gadget dan Elektronik,Perempuan,Agama Lainnya,Padang,23/03/24,27/08/24,Mature High Networth,Group 2,Group 5,WEEKDAY - WORKING TIME
PROMO_0638,SOCIOLLA,Kesehatan dan Kecantikan,Perempuan,Konghucu,Jakarta,22/01/24,11/09/24,Emerging Wealth,Group 4,Group 3,WEEKDAY - TRAVELING TIME
PROMO_0639,SHOPEE,Gaya Hidup,Perempuan,Hindu,Surabaya,30/01/24,22/08/24,Wealthy Achievers,Group 5,Group 3,WEEKEND - WEEKEND
PROMO_0640,GUARDIAN,E-Commerce,Perempuan,Kristen,Surabaya,22/02/24,14/10/24,Working Professionals,Group 1,Group 2,WEEKDAY - TRAVELING TIME
PROMO_0641,INDOMARET,Makanan dan Minuman,Perempuan,Konghucu,Bandung,02/02/24,29/07/24,All Segment,Group 4,Group 1,WEEKDAY - WORKING TIME
PROMO_0642,INDOMARET,Gaya Hidup,Laki-laki,Agama Lainnya,Malang,28/03/24,12/10/24,Young Gen & Early Jobber,Group 5,Group 5,WEEKDAY - RESTING TIME
PROMO_0643,ERAFONE,Gaya Hidup,Perempuan,Katolik,Makassar,12/02/24,03/10/24,All Segment,Group 3,Group 4,WEEKDAY - WORKING TIME
PROMO_0644,TUKU,Telco,Laki-laki,Islam,Papua,14/03/24,16/05/24,Silver Ager,Group 1,Group 3,WEEKDAY - WORKING TIME
PROMO_0645,INDOMARET,Kesehatan dan Kecantikan,Perempuan,Konghucu,Yogyakarta,08/02/24,14/09/24,Young Gen & Early Jobber,Group 2,Group 2,WEEKEND - WEEKEND
PROMO_0646,ERAFONE,Makanan dan Minuman,Perempuan,Katolik,Denpasar,06/03/24,23/06/24,Silver Ager,Group 3,Group 2,WEEKDAY - RESTING TIME
PROMO_0647,ALFAMART,Telco,Perempuan,Katolik,Medan,21/03/24,08/10/24,Silver Ager,Group 3,Group 2,WEEKDAY - TRAVELING TIME
PROMO_0648,ERAFONE,Gadget dan Elektronik,Laki-laki,Islam,Papua,29/01/24,23/06/24,Young Gen & Early Jobber,Group 1,Group 2,WEEKEND - WEEKEND
PROMO_0649,INDOMARET,Makanan dan Minuman,Laki-laki,Katolik,Semarang,22/03/24,07/06/24,Emerging Wealth,Group 2,Group 5,WEEKDAY - WORKING TIME
PROMO_0650,TUKU,Gadget dan Elektronik,Laki-laki,Konghucu,Makassar,17/03/24,07/09/24,Minimal,Group 4,Group 2,WEEKDAY - TRAVELING TIME
PROMO_0651,SHOPEE,Kesehatan dan Kecantikan,Perempuan,Islam,Malang,21/03/24,26/08/24,Silver Ager,Group 1,Group 3,WEEKDAY - TRAVELING TIME
PROMO_0652,IKEA,Makanan dan Minuman,Laki-laki,Islam,Surabaya,17/03/24,27/07/24,Minimal,Group 1,Group 2,WEEKEND - WEEKEND
PROMO_0653,SOCIOLLA,Kesehatan dan Kecantikan,Perempuan,Kristen,Balikpapan,12/02/24,06/08/24,Silver Ager,Group 1,Group 5,WEEKDAY - RESTING TIME
PROMO_0654,ERAFONE,Telco,Perempuan,Agama Lainnya,Papua,03/03/24,20/06/24,Young Gen & Early Jobber,Group 4,Group 5,WEEKDAY - TRAVELING TIME
PROMO_0655,TUKU,E-Commerce,Perempuan,Katolik,Makassar,21/02/24,12/05/24,Wealthy Achievers,Group 4,Group 2,WEEKDAY - RESTING TIME
PROMO_0656,SHOPEE,Kesehatan dan Kecantikan,Perempuan,Agama Lainnya,Palembang,22/02/24,26/07/24,Wealthy Achievers,Group 4,Group 4,WEEKDAY - WORKING TIME
PROMO_0657,GUARDIAN,Others/Miscellaneous (Promo lainnya),Laki-laki,Hindu,Palembang,26/01/24,09/07/24,Wealthy Achievers,Group 4,Group 4,WEEKDAY - RESTING TIME
PROMO_0658,IKEA,Travel dan Transportasi,Perempuan,Agama Lainnya,Medan,05/02/24,24/09/24,Emerging Wealth,Group 3,Group 4,WEEKEND - WEEKEND
PROMO_0659,TUKU,Gadget dan Elektronik,Perempuan,Agama Lainnya,Manado,28/03/24,04/05/24,Young Gen & Early Jobber,Group 4,Group 5,WEEKEND - WEEKEND
PROMO_0660,FORE,Gaya Hidup,Perempuan,Katolik,Padang,31/03/24,23/06/24,Young Gen & Early Jobber,Group 3,Group 2,WEEKDAY - TRAVELING TIME
PROMO_0661,ALFAMART,Gaya Hidup,Laki-laki,Hindu,Nasional,29/01/24,16/08/24,Emerging Wealth,Group 3,Group 1,WEEKDAY - TRAVELING TIME
PROMO_0662,INDOMARET,Gaya Hidup,Perempuan,Islam,Bandung,10/02/24,19/05/24,Minimal,Group 3,Group 5,WEEKDAY - WORKING TIME
PROMO_0663,SOLARIA,Kesehatan dan Kecantikan,Perempuan,Buddha,Nasional,23/02/24,07/07/24,Young Gen & Early Jobber,Group 3,Group 3,WEEKDAY - WORKING TIME
PROMO_0664,ERAFONE,Gaya Hidup,Laki-laki,Katolik,Balikpapan,24/02/24,27/07/24,Minimal,Group 2,Group 5,WEEKDAY - WORKING TIME
PROMO_0665,IKEA,Others/Miscellaneous (Promo lainnya),Laki-laki,Hindu,Semarang,15/02/24,30/07/24,Minimal,Group 2,Group 5,WEEKDAY - RESTING TIME
PROMO_0666,SHOPEE,Telco,Perempuan,Agama Lainnya,Malang,09/02/24,06/07/24,Emerging Wealth,Group 5,Group 3,WEEKEND - WEEKEND
PROMO_0667,SOCIOLLA,E-Commerce,Perempuan,Konghucu,Surabaya,15/01/24,09/05/24,All Segment,Group 1,Group 5,WEEKDAY - TRAVELING TIME
PROMO_0668,ERAFONE,Gaya Hidup,Laki-laki,Buddha,Manado,11/01/24,17/06/24,Emerging Wealth,Group 5,Group 1,WEEKDAY - WORKING TIME
PROMO_0669,SHOPEE,Makanan dan Minuman,Perempuan,Konghucu,Medan,03/01/24,11/09/24,Young Gen & Early Jobber,Group 3,Group 2,WEEKEND - WEEKEND
PROMO_0670,IKEA,E-Commerce,Laki-laki,Konghucu,Yogyakarta,21/02/24,05/08/24,Emerging Wealth,Group 5,Group 1,WEEKEND - WEEKEND
PROMO_0671,SOCIOLLA,Makanan dan Minuman,Laki-laki,Konghucu,Balikpapan,27/03/24,08/07/24,Silver Ager,Group 5,Group 5,WEEKDAY - RESTING TIME
PROMO_0672,GUARDIAN,Gadget dan Elektronik,Perempuan,Konghucu,Makassar,18/03/24,17/06/24,Silver Ager,Group 1,Group 5,WEEKDAY - RESTING TIME
PROMO_0673,FORE,Telco,Laki-laki,Agama Lainnya,Jakarta,15/02/24,30/09/24,Emerging Wealth,Group 4,Group 4,WEEKDAY - RESTING TIME
PROMO_0674,SOLARIA,Makanan dan Minuman,Perempuan,Katolik,Jakarta,23/03/24,09/10/24,Working Professionals,Group 5,Group 2,WEEKDAY - RESTING TIME
PROMO_0675,FORE,Others/Miscellaneous (Promo lainnya),Perempuan,Konghucu,Makassar,29/02/24,30/07/24,Working Professionals,Group 1,Group 2,WEEKEND - WEEKEND
PROMO_0676,IBOX,Kesehatan dan Kecantikan,Perempuan,Agama Lainnya,Surabaya,14/01/24,05/09/24,All Segment,Group 2,Group 2,WEEKDAY - TRAVELING TIME
PROMO_0677,TUKU,Gaya Hidup,Laki-laki,Katolik,Nasional,02/02/24,17/05/24,Silver Ager,Group 5,Group 4,WEEKDAY - WORKING TIME
PROMO_0678,IKEA,Telco,Perempuan,Konghucu,Papua,26/03/24,30/09/24,Silver Ager,Group 2,Group 2,WEEKEND - WEEKEND
PROMO_0679,ERAFONE,Gadget dan Elektronik,Perempuan,Hindu,Manado,31/01/24,15/07/24,Mature High Networth,Group 3,Group 2,WEEKEND - WEEKEND
PROMO_0680,GUARDIAN,Gaya Hidup,Laki-laki,Katolik,Jakarta,18/01/24,06/08/24,Emerging Wealth,Group 2,Group 3,WEEKDAY - RESTING TIME
PROMO_0681,IBOX,E-Commerce,Perempuan,Buddha,Padang,23/01/24,13/06/24,Young Gen & Early Jobber,Group 5,Group 4,WEEKDAY - WORKING TIME
PROMO_0682,IKEA,Kesehatan dan Kecantikan,Perempuan,Islam,Nasional,05/03/24,29/06/24,Working Professionals,Group 2,Group 5,WEEKDAY - WORKING TIME
PROMO_0683,ALFAMART,E-Commerce,Perempuan,Islam,Balikpapan,16/01/24,04/10/24,Working Professionals,Group 5,Group 4,WEEKEND - WEEKEND
PROMO_0684,FORE,Telco,Laki-laki,Kristen,Balikpapan,18/01/24,01/07/24,Emerging Wealth,Group 3,Group 2,WEEKEND - WEEKEND
PROMO_0685,SHOPEE,Gaya Hidup,Laki-laki,Katolik,Surabaya,13/01/24,18/08/24,Working Professionals,Group 2,Group 3,WEEKDAY - TRAVELING TIME
PROMO_0686,SHOPEE,Gadget dan Elektronik,Laki-laki,Agama Lainnya,Makassar,21/03/24,17/05/24,Minimal,Group 3,Group 1,WEEKDAY - TRAVELING TIME
PROMO_0687,FORE,Telco,Laki-laki,Buddha,Medan,11/03/24,18/05/24,Minimal,Group 2,Group 4,WEEKEND - WEEKEND
PROMO_0688,ALFAMART,Travel dan Transportasi,Perempuan,Islam,Medan,07/03/24,28/05/24,Young Gen & Early Jobber,Group 1,Group 3,WEEKDAY - TRAVELING TIME
PROMO_0689,ALFAMART,E-Commerce,Perempuan,Hindu,Denpasar,29/02/24,27/05/24,All Segment,Group 1,Group 1,WEEKDAY - WORKING TIME
PROMO_0690,SHOPEE,Gadget dan Elektronik,Perempuan,Agama Lainnya,Jakarta,23/01/24,18/05/24,Working Professionals,Group 3,Group 2,WEEKDAY - TRAVELING TIME
PROMO_0691,SOCIOLLA,Gaya Hidup,Perempuan,Buddha,Palembang,19/01/24,30/05/24,Minimal,Group 2,Group 3,WEEKEND - WEEKEND
PROMO_0692,ERAFONE,Makanan dan Minuman,Perempuan,Islam,Bandung,15/03/24,15/09/24,Wealthy Achievers,Group 1,Group 3,WEEKEND - WEEKEND
